run_id,type,final_t,final_nS,final_nR,max_nS,max_nR,total_steps,eradicated,resistance,mean_k2,total_kl_cost
358,uncontrolled,39.99997,0,87833,51,87833,192412,0,1,1.5,0.0
359,uncontrolled,39.99997,0,115788,50,115788,256609,0,1,1.5,0.0
360,uncontrolled,8.77789,0,0,53,1,215,1,0,1.5,0.0
361,uncontrolled,11.95201,0,0,50,1,209,1,0,1.5,0.0
362,uncontrolled,39.99994,0,44922,50,44922,98076,0,1,1.5,0.0
363,uncontrolled,4.61283,0,0,53,1,195,1,0,1.5,0.0
364,uncontrolled,39.99997,0,21735,50,21735,48094,0,1,1.5,0.0
365,uncontrolled,39.99997,0,23920,52,23921,52601,0,1,1.5,0.0
366,uncontrolled,39.99959,0,5795,50,5795,13133,0,1,1.5,0.0
367,uncontrolled,5.15299,0,0,50,1,135,1,0,1.5,0.0
368,uncontrolled,39.99996,0,18149,51,18149,40240,0,1,1.5,0.0
369,uncontrolled,7.67814,0,0,52,2,216,1,0,1.5,0.0
370,uncontrolled,39.99993,0,28871,51,28872,63308,0,1,1.5,0.0
371,uncontrolled,3.87197,0,0,54,1,149,1,0,1.5,0.0
372,uncontrolled,3.11649,0,0,50,1,159,1,0,1.5,0.0
373,uncontrolled,39.99997,0,49448,51,49450,109281,0,1,1.5,0.0
374,uncontrolled,10.48981,0,0,50,3,169,1,0,1.5,0.0
375,uncontrolled,39.99957,0,4164,51,4167,9193,0,1,1.5,0.0
376,uncontrolled,39.99978,0,10689,50,10689,23784,0,1,1.5,0.0
377,uncontrolled,39.99984,0,3943,50,3943,8742,0,1,1.5,0.0
378,uncontrolled,5.67989,0,0,51,1,197,1,0,1.5,0.0
379,uncontrolled,39.99955,0,7974,52,7974,17901,0,1,1.5,0.0
380,uncontrolled,3.1812,0,0,50,1,101,1,0,1.5,0.0
381,uncontrolled,39.99883,0,3438,54,3438,7978,0,1,1.5,0.0
382,uncontrolled,5.44253,0,0,50,1,146,1,0,1.5,0.0
383,uncontrolled,5.88,0,0,54,1,215,1,0,1.5,0.0
384,uncontrolled,5.68027,0,0,50,1,167,1,0,1.5,0.0
385,uncontrolled,9.04831,0,0,52,2,169,1,0,1.5,0.0
386,uncontrolled,39.99897,0,1326,51,1329,3188,0,1,1.5,0.0
387,uncontrolled,7.48771,0,0,57,1,237,1,0,1.5,0.0
388,uncontrolled,4.91684,0,0,50,3,133,1,0,1.5,0.0
389,uncontrolled,39.99993,0,9913,51,9913,21931,0,1,1.5,0.0
390,uncontrolled,3.97185,0,0,54,1,161,1,0,1.5,0.0
391,uncontrolled,39.99959,0,27849,51,27849,61654,0,1,1.5,0.0
392,uncontrolled,39.99985,0,7157,50,7159,16146,0,1,1.5,0.0
393,uncontrolled,4.86073,0,0,51,1,175,1,0,1.5,0.0
394,uncontrolled,10.92951,0,0,50,1,95,1,0,1.5,0.0
395,uncontrolled,39.9999,0,4094,50,4095,8945,0,1,1.5,0.0
396,uncontrolled,39.99936,0,4386,51,4386,9935,0,1,1.5,0.0
397,uncontrolled,39.99999,0,22763,51,22764,50052,0,1,1.5,0.0
398,uncontrolled,20.90594,0,0,54,6,213,1,1,1.5,0.0
399,uncontrolled,39.99995,0,48114,50,48114,105353,0,1,1.5,0.0
400,uncontrolled,39.99994,0,21310,50,21311,46535,0,1,1.5,0.0
401,uncontrolled,16.20874,0,0,50,3,163,1,0,1.5,0.0
402,uncontrolled,4.8696,0,0,50,1,149,1,0,1.5,0.0
403,uncontrolled,39.99948,0,11030,51,11030,24156,0,1,1.5,0.0
404,uncontrolled,39.99999,0,19463,50,19463,42746,0,1,1.5,0.0
405,uncontrolled,5.13404,0,0,50,1,223,1,0,1.5,0.0
406,uncontrolled,6.01215,0,0,50,1,123,1,0,1.5,0.0
407,uncontrolled,39.99983,0,12956,54,12957,28667,0,1,1.5,0.0
408,uncontrolled,39.99985,0,23858,53,23858,53087,0,1,1.5,0.0
409,uncontrolled,6.01568,0,0,50,1,173,1,0,1.5,0.0
410,uncontrolled,39.99998,0,52748,53,52748,116999,0,1,1.5,0.0
411,uncontrolled,4.53857,0,0,51,1,207,1,0,1.5,0.0
412,uncontrolled,39.99987,0,9799,50,9799,22108,0,1,1.5,0.0
413,uncontrolled,39.99947,0,3486,50,3487,7811,0,1,1.5,0.0
414,uncontrolled,39.99997,0,78009,50,78011,171080,0,1,1.5,0.0
415,uncontrolled,39.99989,0,33474,50,33475,74173,0,1,1.5,0.0
416,uncontrolled,2.62094,0,0,52,1,127,1,0,1.5,0.0
417,uncontrolled,40.0,0,87177,50,87178,191100,0,1,1.5,0.0
418,uncontrolled,39.99984,0,22347,51,22348,49242,0,1,1.5,0.0
419,uncontrolled,39.99984,0,32362,52,32363,70665,0,1,1.5,0.0
420,uncontrolled,26.72477,0,0,52,4,202,1,0,1.5,0.0
421,uncontrolled,39.99999,0,23141,53,23147,51526,0,1,1.5,0.0
422,uncontrolled,6.5894,0,0,51,2,153,1,0,1.5,0.0
423,uncontrolled,7.48258,0,0,50,1,219,1,0,1.5,0.0
424,uncontrolled,40.0,0,36797,50,36797,80860,0,1,1.5,0.0
425,uncontrolled,9.16838,0,0,52,1,109,1,0,1.5,0.0
426,uncontrolled,7.01153,0,0,50,3,173,1,0,1.5,0.0
427,uncontrolled,4.40831,0,0,50,1,167,1,0,1.5,0.0
428,uncontrolled,39.99999,0,20041,52,20041,44441,0,1,1.5,0.0
429,uncontrolled,39.99999,0,172228,56,172228,377471,0,1,1.5,0.0
430,uncontrolled,3.19633,0,0,51,1,123,1,0,1.5,0.0
431,uncontrolled,39.99992,0,35807,50,35807,77750,0,1,1.5,0.0
432,uncontrolled,7.83841,0,0,51,3,167,1,0,1.5,0.0
433,uncontrolled,6.76036,0,0,52,1,185,1,0,1.5,0.0
434,uncontrolled,4.58639,0,0,50,1,193,1,0,1.5,0.0
435,uncontrolled,2.9665,0,0,51,1,153,1,0,1.5,0.0
436,uncontrolled,39.99991,0,7115,50,7116,15668,0,1,1.5,0.0
437,uncontrolled,39.99991,0,57773,54,57773,127459,0,1,1.5,0.0
438,uncontrolled,39.99998,0,15605,50,15605,34994,0,1,1.5,0.0
439,uncontrolled,39.99928,0,4972,50,4972,11091,0,1,1.5,0.0
440,uncontrolled,39.99997,0,18712,50,18713,40753,0,1,1.5,0.0
441,uncontrolled,39.99998,0,25309,56,25310,55513,0,1,1.5,0.0
442,uncontrolled,39.99973,0,9557,50,9557,21041,0,1,1.5,0.0
443,uncontrolled,39.99999,0,75674,50,75674,167452,0,1,1.5,0.0
444,uncontrolled,4.71742,0,0,51,1,137,1,0,1.5,0.0
445,uncontrolled,5.10551,0,0,50,2,225,1,0,1.5,0.0
446,uncontrolled,39.99955,0,5269,50,5269,11640,0,1,1.5,0.0
447,uncontrolled,40.0,0,18334,50,18336,41137,0,1,1.5,0.0
448,uncontrolled,39.99997,0,32119,50,32119,70784,0,1,1.5,0.0
449,uncontrolled,39.99926,0,4807,50,4808,10768,0,1,1.5,0.0
450,uncontrolled,11.45766,0,0,52,2,123,1,0,1.5,0.0
451,uncontrolled,4.38012,0,0,51,1,117,1,0,1.5,0.0
452,uncontrolled,7.65288,0,0,50,3,135,1,0,1.5,0.0
453,uncontrolled,3.4807,0,0,52,2,169,1,0,1.5,0.0
454,uncontrolled,4.69619,0,0,52,1,115,1,0,1.5,0.0
455,uncontrolled,39.99849,0,3453,51,3454,7778,0,1,1.5,0.0
456,uncontrolled,40.0,0,137789,50,137790,301953,0,1,1.5,0.0
457,uncontrolled,39.99989,0,17254,54,17254,37591,0,1,1.5,0.0
458,uncontrolled,39.99981,0,11433,50,11434,24980,0,1,1.5,0.0
459,uncontrolled,39.99992,0,16201,52,16202,35948,0,1,1.5,0.0
460,uncontrolled,3.94871,0,0,50,1,133,1,0,1.5,0.0
461,uncontrolled,39.99932,0,4291,50,4293,9538,0,1,1.5,0.0
462,uncontrolled,5.17478,0,0,51,1,143,1,0,1.5,0.0
463,uncontrolled,3.61105,0,0,50,1,137,1,0,1.5,0.0
464,uncontrolled,39.99971,0,6377,50,6379,14239,0,1,1.5,0.0
465,uncontrolled,39.99991,0,23168,53,23171,50881,0,1,1.5,0.0
466,uncontrolled,3.9268,0,0,50,1,141,1,0,1.5,0.0
467,uncontrolled,39.99998,0,22300,54,22301,49685,0,1,1.5,0.0
468,uncontrolled,3.84609,0,0,51,1,151,1,0,1.5,0.0
469,uncontrolled,3.33822,0,0,53,1,123,1,0,1.5,0.0
470,uncontrolled,39.99973,0,4727,54,4728,10480,0,1,1.5,0.0
471,uncontrolled,39.99994,0,32379,51,32379,72295,0,1,1.5,0.0
472,uncontrolled,39.99958,0,12554,50,12554,27541,0,1,1.5,0.0
473,uncontrolled,4.38008,0,0,50,2,145,1,0,1.5,0.0
474,uncontrolled,8.38841,0,0,53,2,139,1,0,1.5,0.0
475,uncontrolled,39.99999,0,95437,51,95440,209372,0,1,1.5,0.0
476,uncontrolled,4.22647,0,0,50,2,149,1,0,1.5,0.0
477,uncontrolled,8.86613,0,0,50,1,229,1,0,1.5,0.0
478,uncontrolled,39.99994,0,28308,50,28308,63011,0,1,1.5,0.0
479,uncontrolled,39.99985,0,16475,50,16475,36898,0,1,1.5,0.0
480,uncontrolled,39.99998,0,34894,51,34894,75959,0,1,1.5,0.0
481,uncontrolled,39.99994,0,106534,51,106534,234633,0,1,1.5,0.0
482,uncontrolled,40.0,0,81204,50,81204,177515,0,1,1.5,0.0
483,uncontrolled,39.99999,0,80041,54,80041,176884,0,1,1.5,0.0
484,uncontrolled,5.48691,0,0,52,2,127,1,0,1.5,0.0
485,uncontrolled,39.99988,0,17197,51,17197,38450,0,1,1.5,0.0
486,uncontrolled,7.76614,0,0,54,2,251,1,0,1.5,0.0
487,uncontrolled,39.99999,0,123098,50,123098,270733,0,1,1.5,0.0
488,uncontrolled,39.99995,0,21542,52,21543,47977,0,1,1.5,0.0
489,uncontrolled,4.3841,0,0,51,1,177,1,0,1.5,0.0
490,uncontrolled,39.99912,0,3465,51,3466,7684,0,1,1.5,0.0
491,uncontrolled,4.91836,0,0,50,1,159,1,0,1.5,0.0
492,uncontrolled,39.99824,0,1064,52,1064,2509,0,1,1.5,0.0
493,uncontrolled,40.0,0,54769,52,54769,120669,0,1,1.5,0.0
494,uncontrolled,4.48412,0,0,51,1,149,1,0,1.5,0.0
495,uncontrolled,39.99993,0,34003,50,34003,75034,0,1,1.5,0.0
496,uncontrolled,39.99998,0,78377,50,78377,173749,0,1,1.5,0.0
497,uncontrolled,6.59062,0,0,51,1,175,1,0,1.5,0.0
498,uncontrolled,39.99999,0,80638,50,80638,178493,0,1,1.5,0.0
499,uncontrolled,39.99998,0,25436,50,25436,56381,0,1,1.5,0.0
